Local;Número;Título;Fase;Tier;Change Manager;Iniciador;Representante da qualidade;Prod Impact;Reg. Impact;Change Driver;Created;Approval;Planned Completion;Planned Verification;Planned Regulatory Closure Date;Closed;Change Mgr Dept;Site Review Council;Is there artwork impact?;Actual Regulatory Approval Date;Quality Verification Completion Date;Regulatory Rep
Cruzeiro;CR006341;Alteração da entidade legal do país Colômbia nas artes do produto Sofomax;Closed;Tier 2;Vilmar Alves;Vilmar Alves;Samira Gaspar;No;Yes;Routine (Master Data, Like-for-Like, etc);out 11, 2018;jun 4, 2019;jul 5, 2019;jul 20, 2019;out 1, 2021;out 1, 2021;Packaging;Izabel Barcza;;;;Daniele Ferreira Dos Santos
Cruzeiro;CR006339;Alteração da entidade legal do país Colômbia nas artes do produto Panacur 10%;Closed;Tier 2;Sara Souto;Tiago Miquelim;Samira Gaspar;No;Yes;Routine (Master Data, Like-for-Like, etc);out 11, 2018;fev 28, 2019;abr 29, 2019;mai 14, 2019;out 5, 2021;out 5, 2021;Packaging;Izabel Barcza;;;;Aline Ishziuka
Cruzeiro;CR006326;Alteração nas artes do produto Triatox, para atender a Portaria do INMETRO n° 157, de 19 de agosto de 2002;Closed;Tier 1;;Vilmar Alves;Samira Gaspar;;;;out 11, 2018;nov 23, 2018;abr 30, 2019;mai 15, 2019;;set 27, 2021;;;;;;
Cruzeiro;CR006309;Fabricação de 5.000L de Triatox Lote 029/18;Closed;Tier 1;Cristina Novaes;Cristina Novaes;Samira Gaspar;No;No;Business/process improvement or change;out 10, 2018;out 24, 2018;dez 12, 2018;dez 27, 2018;;jan 31, 2019;Planning;;;;;
Cruzeiro;CR006308;Troca do Forro da Formulação Ectos I;Cancelled;Tier 1;;Sergio Baetas;Samira Gaspar;No;No;Safety and Environmental;out 10, 2018;;;;;;Manufacturing;;;;;
Cruzeiro;CR006307;Troca do forro dos vestiários;Cancelled;;;Sergio Baetas;;;;;out 10, 2018;;;;;;;;;;;
Cruzeiro;CR006306;Troca do forro dos vestiários;Cancelled;;;Sergio Baetas;;;;;out 10, 2018;;;;;;;;;;;
Cruzeiro;CR006305;Troca do forro dos vestiários;Cancelled;;;Sergio Baetas;;;;;out 10, 2018;;;;;;;;;;;
Cruzeiro;CR006304;Troca do forro dos vestiários;Cancelled;;;Sergio Baetas;;;;;out 10, 2018;;;;;;;;;;;
Cruzeiro;CR006303;Troca do forro dos vestiários;Cancelled;;;Sergio Baetas;;;;;out 10, 2018;;;;;;;;;;;
Cruzeiro;CR006302;Troca do forro dos vestiários;Closed;Tier 1;Sergio Baetas;Sergio Baetas;Samira Gaspar;No;No;Safety and Environmental;out 10, 2018;fev 13, 2019;mai 31, 2019;jun 15, 2019;;set 20, 2021;Manufacturing;;;;;Raquel Pinto Lopes
Cruzeiro;CR006283;Troca do Forro da Formulação Ectos I;Cancelled;Tier 1;;Sergio Baetas;Sergio Baetas;;;;out 9, 2018;;out 31, 2018;nov 15, 2018;;;;;;;;
Cruzeiro;CR006282;Troca do forro dos vestiários;Cancelled;Tier 1;;Sergio Baetas;Sergio Baetas;;;;out 9, 2018;;out 26, 2018;nov 10, 2018;;;;;;;;
Cruzeiro;CR006259;Uso de tampas verdes nos frascos de Taktic 8 L México;Closed;Tier 1;Eduardo Barros;Eduardo Barros;Samira Gaspar;No;No;Quality/Compliance;out 8, 2018;out 18, 2018;out 31, 2018;nov 15, 2018;;dez 17, 2018;Manufacturing;;;;;
Cruzeiro;CR006236;Substituição de sistema de proteção contra quedas;Closed;Tier 1;Rafael dos Santos;Rafael dos Santos;Izabel Barcza;No;No;Safety and Environmental;out 5, 2018;out 22, 2018;dez 15, 2018;dez 30, 2018;;jan 29, 2019;SHE;;;;;
Cruzeiro;CR006123;Adequação da técnica de análise do Álcool 96.;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;set 27, 2018;out 16, 2018;out 26, 2018;nov 10, 2018;;out 30, 2018;;;;;;
Cruzeiro;CR006102;Inclusão de campo para confirmação de verificação da amostragem de água para formulação;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;set 26, 2018;out 17, 2018;nov 16, 2018;dez 1, 2018;;nov 20, 2018;;;;;;
Cruzeiro;CR006096;Alteração na especificação da densidade para o produto Butox PCE 25.;Closed;Tier 2;Livia Martins Pereira;Aline Bormio;Samira Gaspar;No;Yes;Business/process improvement or change;set 26, 2018;nov 1, 2018;jun 25, 2021;jul 10, 2021;set 24, 2021;set 24, 2021;Quality Control;Izabel Barcza;;;;Aline Ishziuka
Cruzeiro;CR006005;Adequação do Batch Record C-BR-4000325 Composto Inerte Granel para melhoria dos registros;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;set 19, 2018;set 20, 2018;out 19, 2018;nov 3, 2018;;out 29, 2018;;;;;;
Cruzeiro;CR006004;Padronização da técnica de análise do produto Panacur Suspensão 10% e Axilur para Exportação.;Closed;Tier 2;Samira Gaspar;Samira Gaspar;Maria Leticia Vilas Boas;No;Yes;Business/process improvement or change;set 19, 2018;set 28, 2018;jun 28, 2019;jul 13, 2019;out 5, 2021;out 5, 2021;Quality Assurance;Izabel Barcza;;;;Aline Ishziuka
Cruzeiro;CR005972;Entrada e Saída de Pessoas na Sala do Setor Endos + Instalação do Pass Through;Closed;Tier 1;Eduardo Barros;Eduardo Barros;Maria Leticia Vilas Boas;No;No;Safety and Environmental;set 18, 2018;set 27, 2018;dez 5, 2018;dez 20, 2018;;dez 1, 2018;Manufacturing;;;;;
Cruzeiro;CR005898;Atualização dos EPI's relacionados nos BR e nos procedimentos conforme matriz de EPI de EHS;Closed;Tier 1;;Natalia Quaresma;Maria Leticia Vilas Boas;;;;set 13, 2018;set 20, 2018;fev 28, 2019;mar 15, 2019;;out 18, 2019;;;;;;
Cruzeiro;CR005894;Atualização na lista de EPI’s para a atividade de envase de Calminex;Cancelled;;;Natalia Quaresma;;;;;set 13, 2018;;;;;;;;;;;
Cruzeiro;CR005841;Substituição da batedeira planetária (PLAN001C);Cancelled;Tier 2;Eduardo Barros;Eduardo Barros;Maria Leticia Vilas Boas;No;No;Safety and Environmental;set 10, 2018;;jun 21, 2019;jul 6, 2019;;;Manufacturing;Izabel Barcza;;;;
Cruzeiro;CR005837;Adição de sistema de agitação no tanque (TQCC011C) pulmão do produto Butox;Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Samira Gaspar;No;No;Business/process improvement or change;set 10, 2018;out 11, 2018;mai 24, 2019;jun 8, 2019;;set 25, 2021;Maintenance;;;;;Raquel Pinto Lopes
Cruzeiro;CR005765;Correção da especificação dos testes de pH e densidade para o Fenil Sulfonato de Cálcio Ramificado;Closed;Tier 1;;Aline Bormio;Maria Leticia Vilas Boas;;;;set 4, 2018;set 12, 2018;set 28, 2018;out 13, 2018;;out 10, 2018;;;;;;
Cruzeiro;CR005616;TW#1269044- Alteração do Panacur 10% 20 mL de frasco PET para PEAD, ocasionando a extensão do prazo de validade de 18 meses para 24 meses;Closed;Tier 2;Suyane Zaparoli;Suyane Zaparoli;Maria Leticia Vilas Boas;Yes;Yes;Quality/Compliance;ago 23, 2018;fev 20, 2019;out 14, 2021;out 29, 2021;out 1, 2021;out 1, 2021;Validation/Qualification;Izabel Barcza;;;;Raquel Pinto Lopes
Cruzeiro;CR005566;Melhoria na embalagem da seringa usada no produto Masti-Seal;Closed;Tier 1;;Samira Gaspar;Maria Leticia Vilas Boas;;;;ago 21, 2018;dez 3, 2018;fev 28, 2019;mar 15, 2019;;set 22, 2021;;;;;;
Cruzeiro;CR005560;Alteração do formato do fundo do cartucho utilizado para embalagem dos produtos Tick Gard e Panacur Susp. 10 %, ambos na apresentação de 5 L;Closed;Tier 1;;Tiago Miquelim;Maria Leticia Vilas Boas;;;;ago 21, 2018;set 13, 2018;fev 21, 2020;mar 7, 2020;;set 20, 2021;;;;;;
Cruzeiro;CR005544;Atualização da TCMP do Febendazol e TCPA do Panacur/Axilur 10%.;Closed;Tier 2;Suyane Zaparoli;Suyane Zaparoli;Maria Leticia Vilas Boas;No;Yes;Quality/Compliance;ago 20, 2018;set 14, 2018;dez 8, 2023;dez 23, 2023;out 16, 2023;out 6, 2023;Validation/Qualification;Izabel Barcza;;;out 6, 2023;Raquel Pinto Lopes
Cruzeiro;CR005486;Adequação da ficha de especificação do material 2000814 Frasco dosador PL 1L sem gravação;Closed;Tier 1;;Samira Gaspar;Maria Leticia Vilas Boas;;;;ago 15, 2018;ago 23, 2018;ago 30, 2018;set 14, 2018;;set 12, 2018;;;;;;
Cruzeiro;CR005467;Validação de Limpeza dos Sistemas de Formulação e Envase (Kit Serac) do produto Tick Gard;Closed;Tier 1;Murilo Antunes;Murilo Antunes;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;ago 14, 2018;ago 21, 2018;fev 28, 2019;mar 15, 2019;;out 18, 2019;GTO-PTS;;;;;
Cruzeiro;CR005458;Troca de carcaças de filtro para processo de formulação (Butox, Triatox e Supramec).;Closed;Tier 1;;Leonardo Guedes;Maria Leticia Vilas Boas;;;;ago 14, 2018;ago 21, 2018;nov 30, 2018;dez 15, 2018;;set 27, 2021;;;;;;
Cruzeiro;CR005440;Criação de uma nova embalagem para o produto Masti-Seal 4g (1x100srg) para o país China (embalagem primária e secundária).;Closed;Tier 1;Cristina Novaes;Cristina Novaes;Samira Gaspar;No;No;Business/process improvement or change;ago 13, 2018;out 29, 2018;dez 19, 2018;jan 3, 2019;;set 20, 2021;Planning;;;;;Aline Ishziuka
Cruzeiro;CR005269;Adição de sistema de agitação no reservatório da envasadora Promáquina ENVL012C.;Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;ago 1, 2018;ago 21, 2018;jun 5, 2020;jun 20, 2020;;set 20, 2021;Maintenance;;;;;Raquel Pinto Lopes
Cruzeiro;CR005115;Substituição dos aparelhos de ar condicionado da câmara de estabilidade CAET001C (back up);Closed;Tier 1;Maria Leticia Vilas Boas;Maria Leticia Vilas Boas;Tiago Miquelim;No;No;Business/process improvement or change;jul 20, 2018;set 26, 2018;jul 5, 2019;jul 20, 2019;;nov 13, 2019;Quality Assurance;;;;;
Cruzeiro;CR005113;Troca de Motoredutor do tanque agitador TQCC015C.;Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;jul 20, 2018;ago 1, 2018;mar 15, 2019;mar 30, 2019;;mar 4, 2019;Maintenance;;;;;
Cruzeiro;CR005086;Revisão do procedimento C-GQ-NPP-007 Anexo VII com o objetivo de atualização dos conjuntos homologados para transporte de produtos perigosos;Closed;Tier 1;;Vilmar Alves;Maria Leticia Vilas Boas;;;;jul 19, 2018;jul 25, 2018;fev 11, 2019;fev 26, 2019;;mar 4, 2019;;;;;;
Cruzeiro;CR005066;Revisão da técnica de análise do produto Matabicheiras;Closed;Tier 1;;Aline Bormio;Maria Leticia Vilas Boas;;;;jul 18, 2018;jul 31, 2018;jan 25, 2019;fev 9, 2019;;mar 4, 2019;;;;;;
Cruzeiro;CR005065;Revisão da técnica de análise da Abamectina;Closed;Tier 1;;Aline Bormio;Leticia Maiochi Martins;;;;jul 18, 2018;jul 24, 2018;jul 31, 2018;ago 15, 2018;;jul 31, 2018;;;;;;
Cruzeiro;CR005040;Criação de uma nova embalagem para o produto Tick Gard 1L e 5L para o país México (embalagem secundária).;Closed;Tier 1;Cristina Novaes;Cristina Novaes;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;jul 17, 2018;jul 20, 2018;abr 19, 2019;mai 4, 2019;;out 18, 2019;Planning;;;;;
Cruzeiro;CR005030;Validação de Limpeza dos Sistemas de Formulação e Envase 20 mL do Produto Butox P CE 2,5%;Closed;Tier 1;Murilo Antunes;Murilo Antunes;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;jul 16, 2018;jul 24, 2018;nov 27, 2020;dez 12, 2020;;set 27, 2021;Validation/Qualification;;;;;Raquel Pinto Lopes
Cruzeiro;CR004952;Tickgard Pour On 5L (sem aplicador pistola);Closed;Tier 1;;Cristina Novaes;Maria Leticia Vilas Boas;;;;jul 11, 2018;jul 18, 2018;fev 15, 2019;mar 2, 2019;;mar 4, 2019;;;;;;
Cruzeiro;CR004937;Inclusão de formulários de controle de peso e dureza nos Batches Records de comprimidos (etapa de compressão);Closed;Tier 1;;Eduardo Barros;Leticia Maiochi Martins;;;;jul 10, 2018;jul 12, 2018;ago 10, 2018;ago 25, 2018;;ago 10, 2018;;;;;;
Cruzeiro;CR004848;Melhoria na descrição das etapas de adição de adição de água, Aerosil e Triclabendazole na formulação de Sofomax;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;jul 3, 2018;jul 6, 2018;nov 29, 2018;dez 14, 2018;;mar 4, 2019;;;;;;
Cruzeiro;CR004840;Troca da Bomba BOPN007C pela Bomba BOPN005C no processo de Produção de Butox P CE;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;jul 3, 2018;jul 6, 2018;dez 14, 2018;dez 29, 2018;;out 18, 2019;;;;;;
Cruzeiro;CR004838;Adequação do Batch Record para inclusão de campos para registro diário de Injeção e alteração dos leiautes.;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;jul 3, 2018;jul 3, 2018;mai 31, 2019;jun 15, 2019;;set 20, 2021;;;;;;
Cruzeiro;CR004729;Troca do forro do prédio Administrativo;Closed;Tier 1;;Sergio Baetas;Maria Leticia Vilas Boas;;;;jun 26, 2018;set 13, 2018;ago 31, 2018;set 15, 2018;;set 19, 2018;;;;;;
Cruzeiro;CR004698;Realocar lavadora a combustível da sala Calminex, para área externa do setor.;Closed;Tier 1;;Leonardo Guedes;Maria Leticia Vilas Boas;;;;jun 25, 2018;jul 4, 2018;ago 30, 2018;set 14, 2018;;set 12, 2018;;;;;;
Cruzeiro;CR004692;teste;Cancelled;;;Maria Leticia Vilas Boas;;;;Quality/Compliance;jun 25, 2018;;;;;;;;;;;
Cruzeiro;CR004638;Alteração do formato do fundo do cartucho utilizado para embalagem dos produtos Tick Gard e Panacur Susp. 10 %, ambos na apresentação de 5 L;Cancelled;;Tiago Miquelim;Tiago Miquelim;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;jun 21, 2018;;;;;;Packaging;;;;;
Cruzeiro;CR004558;Alteração das artes de materiais gráficos das apresentações do produto Panacur Suspensão 10%, destinado ao país Chile;Closed;Tier 2;Vilmar Alves;Vilmar Alves;Samira Gaspar;No;Yes;Routine (Master Data, Like-for-Like, etc);jun 14, 2018;out 24, 2018;jul 28, 2019;ago 12, 2019;set 24, 2021;set 24, 2021;Packaging;Izabel Barcza;;;;Aline Ishziuka
Cruzeiro;CR004511;Construção de nova instalação para fabricação de produtos Ectoparasiticidas;Cancelled;Tier 2;Eduardo Barros;Eduardo Barros;Maria Leticia Vilas Boas;No;Yes;Safety and Environmental;jun 8, 2018;;;;;;Manufacturing;Izabel Barcza;;;;
Cruzeiro;CR004510;Alteração do modelo da TCPA (Técnica de Controle de Produto Acabado);Closed;Tier 1;;Aline Bormio;Maria Leticia Vilas Boas;;;;jun 8, 2018;jul 24, 2018;jul 17, 2020;ago 1, 2020;;set 20, 2021;;;;;;
Cruzeiro;CR004361;Atualização na lista de EPI’s para a atividade de envase de Calminex;Cancelled;Tier 1;;Danielle Silva;Maria Leticia Vilas Boas;;;;mai 29, 2018;;jul 6, 2018;jul 21, 2018;;;;;;;;
Cruzeiro;CR004352;Atualização de parâmetros de injeção para Crestar IVG camisas medicadas 0,333g/camisa.;Closed;Tier 1;;Peterson Lopes;Maria Leticia Vilas Boas;;;;mai 29, 2018;jun 4, 2018;jun 4, 2018;jun 19, 2018;;jul 4, 2018;;;;;;
Cruzeiro;CR004295;TR#1363496 - Aprovação do material N-metilpirrolidona do fornecedor BASF Corp.;Closed;Tier 1;Tiago Miquelim;Tiago Miquelim;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;mai 24, 2018;jun 8, 2018;dez 17, 2018;jan 1, 2019;;set 19, 2018;Packaging;;;;;
Cruzeiro;CR004224;Adequação do Procedimento de Limpeza do Misturador Planetário (PLAN001C);Closed;Tier 1;Murilo Antunes;Murilo Antunes;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;mai 18, 2018;out 23, 2018;set 20, 2019;out 5, 2019;;set 20, 2021;Validation/Qualification;Izabel Barcza;;;;Raquel Pinto Lopes
Cruzeiro;CR004221;Adequação do Procedimento de Limpeza do Misturador Planetário (PLAN001C);Cancelled;;;Murilo Antunes;;;;Business/process improvement or change;mai 18, 2018;;;;;;;;;;;
Cruzeiro;CR004187;Inclusão de nota sobre reabastecimento de água na camisa do tanque fusor do sistema Calminex.;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;mai 17, 2018;mai 28, 2018;jun 14, 2018;jun 29, 2018;;jul 4, 2018;;;;;;
Cruzeiro;CR004124;Transferência da responsabilidade de execução dos testes para produção da água purificada para a área de produção.;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;mai 15, 2018;mai 28, 2018;out 22, 2018;nov 6, 2018;;out 29, 2018;;;;;;
Cruzeiro;CR004111;Verificação da Eficácia dos Procedimentos de Limpeza do Sistema de Formulação Butox 5% e dos Sistemas de Formulação e Envase Masti-Seal;Closed;Tier 1;;Murilo Antunes;Maria Leticia Vilas Boas;;;;mai 14, 2018;jun 26, 2018;dez 17, 2018;jan 1, 2019;;nov 23, 2018;;;;;;
Cruzeiro;CR004067;Exclusão de Batch Record de Produto descontinuado Butox 5% 10 ml;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;mai 10, 2018;mai 11, 2018;mai 17, 2018;jun 1, 2018;;mai 24, 2018;;;;;;
Cruzeiro;CR004043;Substituição da Bomba BONV001C pela BOPN013C na transferência de Vaselina na formulação de Calminex;Closed;Tier 1;Eduardo Barros;Eduardo Barros;Maria Leticia Vilas Boas;No;No;Quality/Compliance;mai 8, 2018;mai 28, 2018;nov 9, 2018;nov 24, 2018;;out 18, 2019;Manufacturing;;;;;
Cruzeiro;CR004041;Hazop Produção Comprimidos - Medidas Interinas;Closed;Tier 1;Rafael dos Santos;Rafael dos Santos;Maria Leticia Vilas Boas;No;No;Safety and Environmental;mai 8, 2018;out 17, 2018;out 23, 2018;nov 7, 2018;;nov 23, 2018;SHE;;;;;
Cruzeiro;CR003976;Alteração da rotina de análises e responsabilidades definidas na MALQ-020 Teste de vedação de blisters;Cancelled;;Tiago Miquelim;Tiago Miquelim;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;mai 3, 2018;;ago 31, 2018;set 15, 2018;;;Packaging;;;;;
Cruzeiro;CR003965;TW#1220392 - Reformulação do produto Triatox;Closed;Tier 2;Juliana Silva;Tiago Miquelim;Maria Leticia Vilas Boas;Yes;Yes;Business/process improvement or change;mai 2, 2018;out 11, 2018;mar 18, 2022;abr 2, 2022;mar 14, 2022;mar 14, 2022;Engineering;Izabel Barcza;;;;Raquel Pinto Lopes
Cruzeiro;CR003911;Alteração classe de risco de transporte do produto Masti Seal;Closed;Tier 1;Rafael dos Santos;Rafael dos Santos;Samira Gaspar;No;No;Safety and Environmental;abr 27, 2018;out 18, 2018;dez 19, 2018;jan 3, 2019;;set 20, 2021;SHE;;;;;Raquel Pinto Lopes
Cruzeiro;CR003904;Readequação de empilhadeira para ser utilizada no setor Almox de Cruzeiro;Closed;Tier 1;;Leonardo Guedes;Maria Leticia Vilas Boas;;;;abr 27, 2018;mai 8, 2018;out 31, 2018;nov 15, 2018;;set 29, 2021;;;;;;
Cruzeiro;CR003895;Criação de uma nova embalagem para o produto Endal Plus Comprimidos para o país México.;Closed;Tier 1;Vilmar Alves;Vilmar Alves;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;abr 26, 2018;jul 11, 2018;dez 14, 2018;dez 29, 2018;;out 29, 2018;Packaging;;;;;
Cruzeiro;CR003894;Correções na técnica de análise do Fenbendazol;Cancelled;;;Aline Bormio;;;;;abr 26, 2018;;;;;;;;;;;
Cruzeiro;CR003822;Confecção de um novo molde para o material 2002370 - Frasco 2,5 L branco p/ Panacur;Closed;Tier 1;;Tiago Miquelim;Maria Leticia Vilas Boas;;;;abr 23, 2018;jun 8, 2018;jan 5, 2019;jan 20, 2019;;mar 4, 2019;;;;;;
Cruzeiro;CR003821;Substituição temporária da Bomba BOPN007C pela Bomba BOPN005C;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;abr 23, 2018;abr 23, 2018;jun 29, 2018;jul 14, 2018;;jul 4, 2018;;;;;;
Cruzeiro;CR003792;Transferência temporária dos produtos da câmara de estabilidade CAET003C para CAET001C;Closed;Tier 1;Maria Leticia Vilas Boas;Maria Leticia Vilas Boas;Leticia Maiochi Martins;No;No;Quality/Compliance;abr 19, 2018;jun 7, 2018;jun 29, 2018;jul 14, 2018;;jul 24, 2018;Quality Assurance;;;;;
Cruzeiro;CR003790;Exclusão de equipamentos não críticos dos registros de limpeza de Formulação e Envase;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;abr 19, 2018;abr 27, 2018;jun 29, 2018;jul 14, 2018;;jul 11, 2018;;;;;;
Cruzeiro;CR003787;Exclusão de TAGs fixas nos Batches Records de Envase e Acondicionamento.;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;abr 19, 2018;abr 27, 2018;jun 29, 2018;jul 14, 2018;;jul 11, 2018;;;;;;
Cruzeiro;CR003737;Instalação de equipamento gerador para o setor Dispositivos Hormonais;Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Maria Leticia Vilas Boas;No;No;Safety and Environmental;abr 16, 2018;mai 10, 2018;ago 30, 2019;set 14, 2019;;set 20, 2021;Maintenance;;;;;Aline Ishziuka
Cruzeiro;CR003717;Changes in T-61 artworks - Brazil;Cancelled;;;Talissa Bunemer;;;;Business/process improvement or change;abr 13, 2018;;;;;;Other;;;;;
Cruzeiro;CR003696;Correção ortográfica, inclusão de linhas e exclusão de campo redundante nos Batches Records;Closed;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;abr 12, 2018;abr 12, 2018;jul 31, 2018;ago 15, 2018;;ago 1, 2018;;;;;;
Cruzeiro;CR003662;Reajuste do molde do Crestar IVG para redução ou eliminação de rebarbas.;Closed;Tier 1;;Peterson Lopes;Maria Leticia Vilas Boas;;;;abr 11, 2018;abr 16, 2018;mai 4, 2018;mai 19, 2018;;mai 10, 2018;;;;;;
Cruzeiro;CR003613;Changes in T-61 artworks - Brazil;Cancelled;;;Talissa Bunemer;;;;Business/process improvement or change;abr 6, 2018;;;;;;Other;;;;;
Cruzeiro;CR003515;Troca de helice do tanque de formulação do produto Butox.;Closed;Tier 1;;Leonardo Guedes;Maria Leticia Vilas Boas;;;;mar 28, 2018;abr 5, 2018;ago 31, 2018;set 15, 2018;;set 12, 2018;;;;;;
Cruzeiro;CR003511;Troca de helice do tanque de formulação do produto Butox;Cancelled;;;Eduardo Barros;;;;;mar 28, 2018;;;;;;;;;;;
Cruzeiro;CR003510;Troca de helice do tanque de formulação do produto Butox;Cancelled;Tier 1;;Eduardo Barros;Maria Leticia Vilas Boas;;;;mar 28, 2018;;;;;;;;;;;
Cruzeiro;CR003492;Validação de Limpeza do Sistema produtivo do produto Crestar IVG;Closed;Tier 1;Lucas Paixao;Lucas Paixao;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;mar 27, 2018;mai 28, 2018;ago 26, 2022;set 10, 2022;;ago 31, 2022;Validation/Qualification;;;;ago 31, 2022;Raquel Pinto Lopes
Cruzeiro;CR003469;Separação do frasco dosador Pl 1 L da tampa polipropileno branca.;Closed;Tier 1;;Cristina Novaes;Maria Leticia Vilas Boas;;;;mar 26, 2018;abr 18, 2018;jun 8, 2018;jun 23, 2018;;jul 4, 2018;;;;;;
Cruzeiro;CR003371;Criação de lista Técnica, Conta Produto Acabado e “Batch Record” (BR) de Montagem do Crestar IVG Monodose “Grupo Colômbia e México”- 10 dispositivos por bolsa;Closed;Tier 2;Peterson Lopes;Peterson Lopes;Maria Leticia Vilas Boas;No;Yes;Business/process improvement or change;mar 19, 2018;mar 21, 2018;set 28, 2018;out 13, 2018;out 16, 2020;out 16, 2020;Technical Operations;Izabel Barcza;;;;
